dataset,K,distance,algorithm,parameters,knn-dist,knn-set,accuracy-R@1,accuracy-R@10,qps,queryTime,build,indexsize
vgg-512-euclidean,10,euclidean,kd,KDTree(leaf_size=30),1.0,1.0,0.0982,0.0989,0.2620809380355497,3.8156151587963105,539.0653221607208,1073868.0
vgg-512-euclidean,10,euclidean,bruteforce,BruteForce(),1.0,1.0,0.1962,0.1974,0.302578587943433,3.304926521062851,1.111940860748291,0.0
vgg-512-euclidean,10,euclidean,NGT-onng,"ONNG-NGT(100, 10, 120, -2, 1.200)",0.99999,0.99983,0.9731,0.9838,39.39496366503485,0.02538395538330078,8934.14004778862,13264308.0
vgg-512-euclidean,10,euclidean,NGT-onng,"ONNG-NGT(100, 10, 120, -2, 0.900)",0.06181,0.06091,0.0989,0.0995,12330.41107504631,8.110029697418212e-05,8934.14004778862,13264308.0
vgg-512-euclidean,10,euclidean,NGT-onng,"ONNG-NGT(100, 10, 120, -2, 1.050)",0.57074,0.56914,0.5602,0.5658,1255.0321826294353,0.0007967923164367676,8934.14004778862,13264308.0
vgg-512-euclidean,10,euclidean,NGT-onng,"ONNG-NGT(100, 10, 120, -2, 1.100)",0.99766,0.9968400000000001,0.9726,0.983,716.4381427661732,0.0013957939147949219,8934.14004778862,13264308.0
vgg-512-euclidean,10,euclidean,NGT-onng,"ONNG-NGT(100, 10, 120, -2, 0.600)",0.01856,0.018099999999999998,0.0938,0.0941,16625.972850176513,6.01468563079834e-05,8934.14004778862,13264308.0
vgg-512-euclidean,10,euclidean,NGT-onng,"ONNG-NGT(100, 10, 120, -2, 1.070)",0.90765,0.90625,0.8897,0.8979,944.3008258633761,0.0010589845657348633,8934.14004778862,13264308.0
vgg-512-euclidean,10,euclidean,NGT-onng,"ONNG-NGT(100, 10, 120, -2, 1.030)",0.25434999999999997,0.25318,0.2504,0.2525,2512.574993639644,0.0003979980707168579,8934.14004778862,13264308.0
vgg-512-euclidean,10,euclidean,NGT-onng,"ONNG-NGT(100, 10, 120, -2, 1.000)",0.11828000000000001,0.11733,0.1197,0.1207,6303.214646923836,0.00015864920616149902,8934.14004778862,13264308.0
vgg-512-euclidean,10,euclidean,NGT-onng,"ONNG-NGT(100, 10, 120, -2, 1.020)",0.17851,0.17751,0.1767,0.1787,3588.7940540884642,0.000278645133972168,8934.14004778862,13264308.0
vgg-512-euclidean,10,euclidean,SW-graph(nmslib),"Nmslib(method_name=sw-graph, index_param=['NN=16'])",0.88131,0.8677199999999999,0.9678,0.9772,283.5976633949459,0.0035261221408843992,2299.7693343162537,7010144.0
vgg-512-euclidean,10,euclidean,SW-graph(nmslib),"Nmslib(method_name=sw-graph, index_param=['NN=16'])",0.83841,0.8247199999999999,0.9592,0.9683,526.063365220739,0.0019009116888046265,2299.7693343162537,7010144.0
vgg-512-euclidean,10,euclidean,SW-graph(nmslib),"Nmslib(method_name=sw-graph, index_param=['NN=10'])",0.27242,0.26643,0.7096,0.7218,2118.407892957143,0.00047205262184143066,1827.435046672821,6633560.0
vgg-512-euclidean,10,euclidean,SW-graph(nmslib),"Nmslib(method_name=sw-graph, index_param=['NN=16'])",0.91285,0.9005599999999999,0.9703,0.9798,131.66111767101899,0.007595256805419922,2299.7693343162537,7010144.0
vgg-512-euclidean,10,euclidean,SW-graph(nmslib),"Nmslib(method_name=sw-graph, index_param=['NN=24'])",0.73302,0.7267,0.8398,0.8472,1275.0502694845648,0.0007842828035354614,2953.3261761665344,7453580.0
vgg-512-euclidean,10,euclidean,SW-graph(nmslib),"Nmslib(method_name=sw-graph, index_param=['NN=16'])",0.59821,0.58891,0.8414,0.8496,1434.6473976770178,0.0006970353841781617,2299.7693343162537,7010144.0
vgg-512-euclidean,10,euclidean,SW-graph(nmslib),"Nmslib(method_name=sw-graph, index_param=['NN=24'])",0.69509,0.68901,0.81,0.8169,1395.4818743070716,0.0007165983438491821,2953.3261761665344,7453580.0
vgg-512-euclidean,10,euclidean,SW-graph(nmslib),"Nmslib(method_name=sw-graph, index_param=['NN=16'])",0.65091,0.64083,0.8813,0.8893,1173.3316295055124,0.000852273964881897,2299.7693343162537,7010144.0
vgg-512-euclidean,10,euclidean,SW-graph(nmslib),"Nmslib(method_name=sw-graph, index_param=['NN=10'])",0.36051,0.35268,0.8004,0.809,1917.1135646110945,0.0005216175079345703,1827.435046672821,6633560.0
vgg-512-euclidean,10,euclidean,SW-graph(nmslib),"Nmslib(method_name=sw-graph, index_param=['NN=5'])",0.21966000000000002,0.21488999999999997,0.7601,0.7702,2367.502295644721,0.00042238607406616213,1436.6059095859528,6332216.0
vgg-512-euclidean,10,euclidean,SW-graph(nmslib),"Nmslib(method_name=sw-graph, index_param=['NN=16'])",0.36573,0.35868,0.6714,0.6812,2018.379492517812,0.0004954469680786132,2299.7693343162537,7010144.0
vgg-512-euclidean,10,euclidean,SW-graph(nmslib),"Nmslib(method_name=sw-graph, index_param=['NN=24'])",0.80479,0.79778,0.8878,0.8965,1052.4906336628455,0.0009501272201538086,2953.3261761665344,7453580.0
vgg-512-euclidean,10,euclidean,SW-graph(nmslib),"Nmslib(method_name=sw-graph, index_param=['NN=24'])",0.93664,0.9286099999999999,0.9629,0.9722,514.4008428596269,0.001944009256362915,2953.3261761665344,7453580.0
vgg-512-euclidean,10,euclidean,SW-graph(nmslib),"Nmslib(method_name=sw-graph, index_param=['NN=16'])",0.61867,0.60909,0.8581,0.8661,1332.9458303572776,0.0007502180337905884,2299.7693343162537,7010144.0
vgg-512-euclidean,10,euclidean,SW-graph(nmslib),"Nmslib(method_name=sw-graph, index_param=['NN=10'])",0.69056,0.67626,0.9609,0.9716,321.35215430699276,0.003111850929260254,1827.435046672821,6633560.0
vgg-512-euclidean,10,euclidean,SW-graph(nmslib),"Nmslib(method_name=sw-graph, index_param=['NN=24'])",0.9529799999999999,0.9452400000000001,0.9698,0.9794,259.63331340520745,0.003851585865020752,2953.3261761665344,7453580.0
vgg-512-euclidean,10,euclidean,SW-graph(nmslib),"Nmslib(method_name=sw-graph, index_param=['NN=24'])",0.9639300000000001,0.95685,0.9714,0.9818,109.54727416655604,0.009128479075431824,2953.3261761665344,7453580.0
vgg-512-euclidean,10,euclidean,SW-graph(nmslib),"Nmslib(method_name=sw-graph, index_param=['NN=5'])",0.19136999999999998,0.18734,0.7249,0.738,2423.091905766928,0.00041269586086273193,1436.6059095859528,6332216.0
vgg-512-euclidean,10,euclidean,SW-graph(nmslib),"Nmslib(method_name=sw-graph, index_param=['NN=24'])",0.8534499999999999,0.8461299999999999,0.9187,0.9277,898.4178538888607,0.0011130678176879882,2953.3261761665344,7453580.0
vgg-512-euclidean,10,euclidean,SW-graph(nmslib),"Nmslib(method_name=sw-graph, index_param=['NN=10'])",0.4231,0.41448,0.8737,0.8848,1383.172339323315,0.0007229757070541382,1827.435046672821,6633560.0
vgg-512-euclidean,10,euclidean,SW-graph(nmslib),"Nmslib(method_name=sw-graph, index_param=['NN=24'])",0.44557,0.43871000000000004,0.6293,0.6397,1886.960285918997,0.00052995285987854,2953.3261761665344,7453580.0
vgg-512-euclidean,10,euclidean,SW-graph(nmslib),"Nmslib(method_name=sw-graph, index_param=['NN=10'])",0.50975,0.49894,0.9269,0.9389,887.9532300620205,0.0011261854410171508,1827.435046672821,6633560.0
vgg-512-euclidean,10,euclidean,SW-graph(nmslib),"Nmslib(method_name=sw-graph, index_param=['NN=16'])",0.57121,0.56196,0.8196,0.8275,1553.7300283388854,0.0006436124563217163,2299.7693343162537,7010144.0
vgg-512-euclidean,10,euclidean,SW-graph(nmslib),"Nmslib(method_name=sw-graph, index_param=['NN=10'])",0.45026,0.44093,0.8969,0.9088,1212.1701501123748,0.0008249666929244995,1827.435046672821,6633560.0
vgg-512-euclidean,10,euclidean,SW-graph(nmslib),"Nmslib(method_name=sw-graph, index_param=['NN=5'])",0.25295,0.2475,0.8012,0.8094,2247.1179078137675,0.00044501447677612306,1436.6059095859528,6332216.0
vgg-512-euclidean,10,euclidean,SW-graph(nmslib),"Nmslib(method_name=sw-graph, index_param=['NN=5'])",0.29433,0.28825,0.8581,0.8671,1841.2112940160932,0.0005431207180023193,1436.6059095859528,6332216.0
vgg-512-euclidean,10,euclidean,SW-graph(nmslib),"Nmslib(method_name=sw-graph, index_param=['NN=5'])",0.29009,0.28393999999999997,0.8512,0.8601,1905.488617915801,0.0005247997760772705,1436.6059095859528,6332216.0
vgg-512-euclidean,10,euclidean,SW-graph(nmslib),"Nmslib(method_name=sw-graph, index_param=['NN=24'])",0.76147,0.75495,0.8596,0.8677,1164.6194377833694,0.0008586495876312255,2953.3261761665344,7453580.0
vgg-512-euclidean,10,euclidean,SW-graph(nmslib),"Nmslib(method_name=sw-graph, index_param=['NN=5'])",0.27312,0.26718000000000003,0.8277,0.8354,2139.333124244064,0.0004674353837966919,1436.6059095859528,6332216.0
vgg-512-euclidean,10,euclidean,SW-graph(nmslib),"Nmslib(method_name=sw-graph, index_param=['NN=10'])",0.38495,0.37705,0.831,0.8397,1758.308906111391,0.0005687282800674439,1827.435046672821,6633560.0
vgg-512-euclidean,10,euclidean,SW-graph(nmslib),"Nmslib(method_name=sw-graph, index_param=['NN=16'])",0.6992499999999999,0.68809,0.9088,0.9175,1021.3679577138532,0.0009790790796279907,2299.7693343162537,7010144.0
vgg-512-euclidean,10,euclidean,SW-graph(nmslib),"Nmslib(method_name=sw-graph, index_param=['NN=16'])",0.77442,0.76203,0.9385,0.9468,774.8218514590912,0.0012906192541122436,2299.7693343162537,7010144.0
vgg-512-euclidean,10,euclidean,SW-graph(nmslib),"Nmslib(method_name=sw-graph, index_param=['NN=24'])",0.90495,0.89702,0.9475,0.9575,726.5175590238875,0.0013764292240142821,2953.3261761665344,7453580.0
vgg-512-euclidean,10,euclidean,SW-graph(nmslib),"Nmslib(method_name=sw-graph, index_param=['NN=5'])",0.28308,0.27698,0.8417,0.8501,2023.0467847511723,0.0004943039417266846,1436.6059095859528,6332216.0
vgg-512-euclidean,10,euclidean,SW-graph(nmslib),"Nmslib(method_name=sw-graph, index_param=['NN=24'])",0.6336700000000001,0.62715,0.7603,0.7683,1563.4177517729006,0.0006396243095397949,2953.3261761665344,7453580.0
vgg-512-euclidean,10,euclidean,SW-graph(nmslib),"Nmslib(method_name=sw-graph, index_param=['NN=10'])",0.78147,0.7664799999999999,0.9665,0.9769,166.33213686378755,0.006012067294120789,1827.435046672821,6633560.0
vgg-512-euclidean,10,euclidean,SW-graph(nmslib),"Nmslib(method_name=sw-graph, index_param=['NN=10'])",0.39765,0.38952,0.8462,0.8558,1615.3309289728772,0.0006190681934356689,1827.435046672821,6633560.0
vgg-512-euclidean,10,euclidean,SW-graph(nmslib),"Nmslib(method_name=sw-graph, index_param=['NN=10'])",0.40686999999999995,0.39855,0.8568,0.8665,1552.9015476611626,0.0006439558267593384,1827.435046672821,6633560.0
vgg-512-euclidean,10,euclidean,SW-graph(nmslib),"Nmslib(method_name=sw-graph, index_param=['NN=5'])",0.24588000000000002,0.24058000000000002,0.7921,0.8002,2293.9760638705156,0.0004359243392944336,1436.6059095859528,6332216.0
vgg-512-euclidean,10,euclidean,SW-graph(nmslib),"Nmslib(method_name=sw-graph, index_param=['NN=10'])",0.59151,0.5787,0.9471,0.958,582.1878961998407,0.001717658519744873,1827.435046672821,6633560.0
vgg-512-euclidean,10,euclidean,SW-graph(nmslib),"Nmslib(method_name=sw-graph, index_param=['NN=5'])",0.29876,0.2926,0.864,0.8738,1769.212011530512,0.0005652233839035034,1436.6059095859528,6332216.0
vgg-512-euclidean,10,euclidean,SW-graph(nmslib),"Nmslib(method_name=sw-graph, index_param=['NN=5'])",0.23555,0.23046000000000003,0.7793,0.7876,2324.502526563303,0.00043019957542419433,1436.6059095859528,6332216.0
vgg-512-euclidean,10,euclidean,SW-graph(nmslib),"Nmslib(method_name=sw-graph, index_param=['NN=16'])",0.52297,0.51424,0.7801,0.7873,1742.0285128715113,0.0005740434169769287,2299.7693343162537,7010144.0
vgg-512-euclidean,10,euclidean,hnsw(nmslib),"Nmslib(method_name=hnsw, index_param=['M=8', 'efConstruction=400', 'post=0'])",0.31699,0.31063999999999997,0.3981,0.4006,12589.212901056979,7.943308353424072e-05,8091.237750291824,12217656.0
vgg-512-euclidean,10,euclidean,hnsw(nmslib),"Nmslib(method_name=hnsw, index_param=['efConstruction=400', 'M=4', 'post=0'])",0.18809,0.185,0.2282,0.2297,10219.42143847058,9.785289764404297e-05,5316.144357204437,11989688.0
vgg-512-euclidean,10,euclidean,hnsw(nmslib),"Nmslib(method_name=hnsw, index_param=['efConstruction=400', 'M=4', 'post=0'])",0.01588,0.01567,0.0707,0.0715,36294.46052030404,2.7552413940429686e-05,5316.144357204437,11989688.0
vgg-512-euclidean,10,euclidean,hnsw(nmslib),"Nmslib(method_name=hnsw, index_param=['M=12', 'post=0', 'efConstruction=400'])",0.5029,0.49304,0.6077,0.6102,8709.786607005284,0.00011481337547302247,11982.795399904251,12454228.0
vgg-512-euclidean,10,euclidean,hnsw(nmslib),"Nmslib(method_name=hnsw, index_param=['M=12', 'post=0', 'efConstruction=400'])",0.9514799999999999,0.95014,0.938,0.9448,2434.6545223709613,0.0004107358932495117,11982.795399904251,12454228.0
vgg-512-euclidean,10,euclidean,hnsw(nmslib),"Nmslib(method_name=hnsw, index_param=['M=12', 'post=0', 'efConstruction=400'])",0.14409,0.14178,0.3538,0.3554,17019.837183011263,5.875496864318848e-05,11982.795399904251,12454228.0
vgg-512-euclidean,10,euclidean,hnsw(nmslib),"Nmslib(method_name=hnsw, index_param=['M=12', 'post=0', 'efConstruction=400'])",0.97732,0.9760899999999999,0.9601,0.9682,1752.3824867037065,0.0005706516742706299,11982.795399904251,12454228.0
vgg-512-euclidean,10,euclidean,hnsw(nmslib),"Nmslib(method_name=hnsw, index_param=['M=8', 'efConstruction=400', 'post=0'])",0.46796,0.4608,0.5115,0.5139,9241.437417485276,0.0001082082748413086,8091.237750291824,12217656.0
vgg-512-euclidean,10,euclidean,hnsw(nmslib),"Nmslib(method_name=hnsw, index_param=['efConstruction=400', 'M=4', 'post=0'])",0.11517,0.11277999999999999,0.1553,0.1564,15025.328776147782,6.655428409576417e-05,5316.144357204437,11989688.0
vgg-512-euclidean,10,euclidean,hnsw(nmslib),"Nmslib(method_name=hnsw, index_param=['M=8', 'efConstruction=400', 'post=0'])",0.79021,0.7883899999999999,0.7879,0.7921,3791.4934599218286,0.00026374831199646,8091.237750291824,12217656.0
vgg-512-euclidean,10,euclidean,hnsw(nmslib),"Nmslib(method_name=hnsw, index_param=['efConstruction=400', 'M=4', 'post=0'])",0.49545000000000006,0.49161,0.553,0.5563,3561.207187207685,0.000280803656578064,5316.144357204437,11989688.0
vgg-512-euclidean,10,euclidean,hnsw(nmslib),"Nmslib(method_name=hnsw, index_param=['M=8', 'efConstruction=400', 'post=0'])",0.16383,0.16067,0.2784,0.2803,17654.81570280773,5.664176940917969e-05,8091.237750291824,12217656.0
vgg-512-euclidean,10,euclidean,hnsw(nmslib),"Nmslib(method_name=hnsw, index_param=['M=12', 'post=0', 'efConstruction=400'])",0.92653,0.9249,0.9161,0.9219,2938.98152401704,0.00034025392532348634,11982.795399904251,12454228.0
vgg-512-euclidean,10,euclidean,hnsw(nmslib),"Nmslib(method_name=hnsw, index_param=['efConstruction=400', 'M=4', 'post=0'])",0.06842000000000001,0.06694,0.1126,0.1134,16749.572505536864,5.970301628112793e-05,5316.144357204437,11989688.0
vgg-512-euclidean,10,euclidean,hnsw(nmslib),"Nmslib(method_name=hnsw, index_param=['M=12', 'post=0', 'efConstruction=400'])",0.67973,0.6705099999999999,0.7247,0.7277,6679.678939992356,0.00014970779418945312,11982.795399904251,12454228.0
vgg-512-euclidean,10,euclidean,hnsw(nmslib),"Nmslib(method_name=hnsw, index_param=['M=8', 'efConstruction=400', 'post=0'])",0.6235,0.61871,0.6379,0.641,6349.900163610866,0.00015748279094696046,8091.237750291824,12217656.0
vgg-512-euclidean,10,euclidean,hnsw(nmslib),"Nmslib(method_name=hnsw, index_param=['M=12', 'post=0', 'efConstruction=400'])",0.95943,0.95814,0.9453,0.9525,2258.257805540622,0.00044281923770904543,11982.795399904251,12454228.0
vgg-512-euclidean,10,euclidean,hnsw(nmslib),"Nmslib(method_name=hnsw, index_param=['M=12', 'post=0', 'efConstruction=400'])",0.28359,0.27749999999999997,0.4468,0.4497,12487.615261653742,8.007934093475341e-05,11982.795399904251,12454228.0
vgg-512-euclidean,10,euclidean,hnsw(nmslib),"Nmslib(method_name=hnsw, index_param=['M=12', 'post=0', 'efConstruction=400'])",0.76598,0.75911,0.7853,0.7891,5596.421325276351,0.00017868561744689942,11982.795399904251,12454228.0
vgg-512-euclidean,10,euclidean,hnsw(nmslib),"Nmslib(method_name=hnsw, index_param=['M=8', 'efConstruction=400', 'post=0'])",0.69956,0.69642,0.7039,0.7073,5102.924637431485,0.0001959660530090332,8091.237750291824,12217656.0
vgg-512-euclidean,10,euclidean,hnsw(nmslib),"Nmslib(method_name=hnsw, index_param=['efConstruction=400', 'M=4', 'post=0'])",0.43105000000000004,0.42739000000000005,0.485,0.4876,4279.996375430315,0.00023364505767822265,5316.144357204437,11989688.0
vgg-512-euclidean,10,euclidean,hnsw(nmslib),"Nmslib(method_name=hnsw, index_param=['M=8', 'efConstruction=400', 'post=0'])",0.9380900000000001,0.93679,0.9274,0.9347,1905.138085701199,0.0005248963356018066,8091.237750291824,12217656.0
vgg-512-euclidean,10,euclidean,hnsw(nmslib),"Nmslib(method_name=hnsw, index_param=['M=8', 'efConstruction=400', 'post=0'])",0.07517,0.07416,0.2184,0.2194,24207.492928449938,4.13095235824585e-05,8091.237750291824,12217656.0
vgg-512-euclidean,10,euclidean,hnsw(nmslib),"Nmslib(method_name=hnsw, index_param=['efConstruction=400', 'M=4', 'post=0'])",0.25295999999999996,0.24961000000000003,0.295,0.297,7696.890032185496,0.00012992260456085204,5316.144357204437,11989688.0
vgg-512-euclidean,10,euclidean,hnsw(nmslib),"Nmslib(method_name=hnsw, index_param=['M=8', 'efConstruction=400', 'post=0'])",0.87507,0.8737999999999999,0.8688,0.8745,2705.4878397651955,0.00036961910724639895,8091.237750291824,12217656.0
vgg-512-euclidean,10,euclidean,hnsw(nmslib),"Nmslib(method_name=hnsw, index_param=['M=12', 'post=0', 'efConstruction=400'])",0.9084899999999999,0.90643,0.9006,0.9058,3246.2994945458536,0.0003080430507659912,11982.795399904251,12454228.0
vgg-512-euclidean,10,euclidean,hnsw(nmslib),"Nmslib(method_name=hnsw, index_param=['efConstruction=400', 'M=4', 'post=0'])",0.5732700000000001,0.56925,0.6336,0.6376,2925.9669605955087,0.00034176735877990724,5316.144357204437,11989688.0
vgg-512-euclidean,10,euclidean,hnsw(nmslib),"Nmslib(method_name=hnsw, index_param=['efConstruction=400', 'M=4', 'post=0'])",0.35339,0.34973,0.4017,0.4037,5497.193213909329,0.00018191101551055908,5316.144357204437,11989688.0
vgg-512-euclidean,10,euclidean,hnsw(nmslib),"Nmslib(method_name=hnsw, index_param=['M=12', 'post=0', 'efConstruction=400'])",0.87531,0.8724299999999999,0.8719,0.8768,3785.072895274335,0.00026419570446014403,11982.795399904251,12454228.0
vgg-512-euclidean,10,euclidean,hnsw(nmslib),"Nmslib(method_name=hnsw, index_param=['M=8', 'efConstruction=400', 'post=0'])",0.9088200000000001,0.9075599999999999,0.9005,0.907,2300.0941357992533,0.0004347648143768311,8091.237750291824,12217656.0
